Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,CurrentSalary,ExpectedNextYearSalary,AnnualWageGrowth
Masters,2013,New Delhi,2,27,Female,No,5,1,63114.83,67532.87,4418.04
Bachelors,2016,New Delhi,3,24,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2015,Pune,2,28,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2015,New Delhi,2,25,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2014,Pune,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2017,New Delhi,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2012,New Delhi,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2013,Bangalore,3,28,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2012,Pune,3,28,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Pune,2,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2016,Bangalore,1,26,Male,No,4,0,39323.88,42076.55,2752.67
Masters,2017,New Delhi,2,28,Female,Yes,2,1,43792.42,46857.89,3065.47
Masters,2017,New Delhi,2,25,Male,No,3,1,55126.94,58985.83,3858.89
Bachelors,2017,Bangalore,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2013,Bangalore,3,28,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2014,Pune,3,27,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2016,Pune,2,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2018,Bangalore,3,27,Female,Yes,5,1,35765.07,38268.62,2503.55
Bachelors,2012,Pune,3,28,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2013,Pune,2,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2014,Bangalore,3,28,Female,No,3,0,36751.29,39323.88,2572.59
Masters,2017,New Delhi,2,28,Female,No,2,0,51520.5,55126.94,3606.44
Bachelors,2012,New Delhi,1,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,New Delhi,2,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2014,Bangalore,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2013,Pune,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,Bangalore,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Masters,2012,New Delhi,3,24,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2013,New Delhi,2,25,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2017,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2018,Bangalore,3,25,Male,No,3,1,36751.29,39323.88,2572.59
Masters,2013,Pune,3,25,Male,Yes,3,1,46857.89,50137.94,3280.05
Bachelors,2013,Pune,3,24,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2015,Pune,3,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2014,Bangalore,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Masters,2012,New Delhi,3,26,Female,No,4,1,58985.82,63114.83,4129.01
Bachelors,2015,Pune,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,New Delhi,2,26,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2013,Bangalore,3,28,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2016,Pune,2,28,Female,No,0,1,30000.0,32100.0,2100.0
Bachelors,2012,New Delhi,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2015,New Delhi,3,28,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2017,Bangalore,1,24,Male,No,2,0,34347.0,36751.29,2404.29
Masters,2017,Pune,2,28,Female,No,4,0,58985.82,63114.83,4129.01
Bachelors,2017,Pune,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2016,Bangalore,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Pune,3,28,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2016,Bangalore,3,28,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2018,Bangalore,3,25,Male,No,3,1,36751.29,39323.88,2572.59
Bachelors,2015,Bangalore,3,28,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2014,Bangalore,3,27,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2013,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2015,Bangalore,1,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2012,Bangalore,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2012,Bangalore,3,25,Male,No,3,1,36751.29,39323.88,2572.59
Bachelors,2015,Pune,3,28,Female,No,4,1,39323.88,42076.55,2752.67
Masters,2017,Bangalore,2,24,Female,Yes,2,1,43792.42,46857.89,3065.47
Bachelors,2014,Bangalore,3,28,Male,No,2,0,34347.0,36751.29,2404.29
Masters,2017,Pune,2,24,Female,No,2,1,51520.5,55126.94,3606.44
Bachelors,2014,New Delhi,3,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2015,Pune,2,28,Female,No,3,1,36751.29,39323.88,2572.59
Masters,2013,Pune,2,28,Male,No,5,1,63114.83,67532.87,4418.04
Bachelors,2013,New Delhi,1,28,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2015,Pune,2,26,Female,Yes,4,1,33425.3,35765.07,2339.77
Masters,2015,New Delhi,3,28,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2013,Bangalore,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2018,Bangalore,3,28,Male,No,2,1,34347.0,36751.29,2404.29
Bachelors,2012,Pune,3,28,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2014,Pune,3,27,Female,No,5,1,42076.55,45021.91,2945.36
Masters,2018,New Delhi,3,24,Male,No,2,1,51520.5,55126.94,3606.44
Bachelors,2018,Bangalore,3,25,Male,Yes,3,1,31238.6,33425.3,2186.7
Bachelors,2017,New Delhi,2,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2014,Pune,3,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2012,New Delhi,3,26,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2014,Pune,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2014,Bangalore,3,28,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2018,Bangalore,3,26,Male,Yes,4,1,33425.3,35765.07,2339.77
Bachelors,2013,Pune,2,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2013,Pune,2,25,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2018,Pune,3,25,Male,Yes,3,1,31238.6,33425.3,2186.7
Bachelors,2013,Bangalore,3,25,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2014,Bangalore,3,28,Male,No,4,0,39323.88,42076.55,2752.67
Masters,2017,New Delhi,3,24,Female,No,2,0,51520.5,55126.94,3606.44
Masters,2017,Pune,2,27,Female,No,5,0,63114.83,67532.87,4418.04
Bachelors,2012,Bangalore,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2017,Pune,3,27,Female,No,5,1,42076.55,45021.91,2945.36
Masters,2017,New Delhi,2,28,Male,No,4,0,58985.82,63114.83,4129.01
Bachelors,2017,New Delhi,2,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,Pune,3,25,Male,Yes,3,1,31238.6,33425.3,2186.7
Masters,2017,Pune,2,24,Female,No,2,1,51520.5,55126.94,3606.44
Bachelors,2013,Pune,3,27,Male,Yes,5,1,35765.07,38268.62,2503.55
Bachelors,2016,Bangalore,3,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2015,Pune,2,27,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2014,Bangalore,3,27,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2012,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2016,Pune,2,27,Female,No,5,1,42076.55,45021.91,2945.36
Masters,2017,Bangalore,2,28,Male,No,2,0,51520.5,55126.94,3606.44
Masters,2017,New Delhi,3,24,Female,No,2,1,51520.5,55126.94,3606.44
Bachelors,2017,Pune,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2018,Bangalore,3,24,Male,No,2,1,34347.0,36751.29,2404.29
Masters,2017,New Delhi,2,28,Male,No,3,0,55126.94,58985.83,3858.89
Bachelors,2015,Bangalore,3,26,Female,Yes,4,0,33425.3,35765.07,2339.77
Bachelors,2018,Pune,3,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2013,Bangalore,3,25,Male,Yes,3,0,31238.6,33425.3,2186.7
Bachelors,2016,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Masters,2018,Pune,3,28,Male,No,2,1,51520.5,55126.94,3606.44
Bachelors,2016,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2017,Bangalore,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2012,Bangalore,3,27,Female,No,5,0,42076.55,45021.91,2945.36
PHD,2016,New Delhi,3,27,Male,No,5,0,84153.1,90043.82,5890.72
Bachelors,2017,New Delhi,2,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2015,New Delhi,3,28,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2013,Pune,2,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2017,Bangalore,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Pune,2,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2017,Bangalore,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2016,Bangalore,3,25,Male,No,3,1,36751.29,39323.88,2572.59
Bachelors,2018,Bangalore,3,26,Male,No,4,1,39323.88,42076.55,2752.67
Bachelors,2015,Bangalore,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2014,Pune,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2012,Bangalore,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2013,Pune,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,1,25,Male,No,3,0,36751.29,39323.88,2572.59
Masters,2017,New Delhi,2,25,Female,No,3,0,55126.94,58985.83,3858.89
PHD,2015,Pune,3,28,Male,No,0,0,60000.0,64200.0,4200.0
Bachelors,2015,Bangalore,3,28,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2016,Bangalore,3,28,Male,No,5,0,42076.55,45021.91,2945.36
PHD,2013,New Delhi,3,24,Male,No,2,0,68694.0,73502.58,4808.58
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,33425.3,35765.07,2339.77
Bachelors,2015,Pune,2,26,Female,Yes,4,1,33425.3,35765.07,2339.77
Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,35765.07,38268.62,2503.55
Bachelors,2014,New Delhi,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Masters,2013,Bangalore,3,27,Male,No,5,1,63114.83,67532.87,4418.04
Bachelors,2016,Pune,3,24,Male,Yes,2,0,29194.95,31238.6,2043.65
Bachelors,2016,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2013,Pune,2,28,Female,No,2,1,34347.0,36751.29,2404.29
Masters,2017,Bangalore,2,24,Male,No,2,1,51520.5,55126.94,3606.44
Masters,2017,New Delhi,2,24,Male,No,2,1,51520.5,55126.94,3606.44
Masters,2015,Pune,2,24,Female,No,2,1,51520.5,55126.94,3606.44
Bachelors,2014,Pune,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2016,Pune,2,27,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2017,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Masters,2017,New Delhi,2,26,Female,No,4,0,58985.82,63114.83,4129.01
Bachelors,2016,Bangalore,1,25,Female,No,3,0,36751.29,39323.88,2572.59
PHD,2014,Bangalore,1,25,Female,No,3,0,73502.58,78647.76,5145.18
Bachelors,2013,Bangalore,3,25,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2014,New Delhi,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2015,Pune,2,28,Female,Yes,2,1,29194.95,31238.6,2043.65
Bachelors,2014,New Delhi,3,28,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2014,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2018,Pune,3,26,Male,No,4,1,39323.88,42076.55,2752.67
Masters,2015,Pune,2,28,Female,No,2,0,51520.5,55126.94,3606.44
Masters,2013,New Delhi,3,28,Male,No,2,1,51520.5,55126.94,3606.44
Bachelors,2014,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Masters,2015,New Delhi,2,26,Female,No,4,0,58985.82,63114.83,4129.01
Bachelors,2016,New Delhi,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2014,Bangalore,3,24,Female,No,2,0,34347.0,36751.29,2404.29
Masters,2017,Pune,3,24,Female,No,2,0,51520.5,55126.94,3606.44
Bachelors,2014,Pune,3,25,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2015,Pune,3,27,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2017,New Delhi,2,28,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2017,New Delhi,3,25,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2012,Pune,3,24,Male,No,2,1,34347.0,36751.29,2404.29
Masters,2016,New Delhi,3,25,Male,No,3,1,55126.94,58985.83,3858.89
Bachelors,2015,Pune,2,26,Female,No,4,1,39323.88,42076.55,2752.67
Masters,2014,New Delhi,3,27,Male,No,5,0,63114.83,67532.87,4418.04
Bachelors,2015,Bangalore,3,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2014,New Delhi,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,Bangalore,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2017,New Delhi,3,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2012,Bangalore,3,28,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2014,Bangalore,1,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,31238.6,33425.3,2186.7
Bachelors,2015,Pune,1,25,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2015,Pune,2,24,Female,Yes,2,1,29194.95,31238.6,2043.65
Bachelors,2017,Pune,2,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2015,Bangalore,3,28,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2016,Bangalore,3,28,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2013,Pune,3,28,Female,Yes,3,1,31238.6,33425.3,2186.7
Bachelors,2017,Bangalore,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Masters,2015,New Delhi,3,25,Male,No,3,0,55126.94,58985.83,3858.89
Bachelors,2012,New Delhi,3,28,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2012,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2012,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Masters,2017,New Delhi,3,25,Male,No,3,1,55126.94,58985.83,3858.89
Bachelors,2017,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2012,Bangalore,3,26,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2017,Bangalore,3,26,Female,No,4,0,39323.88,42076.55,2752.67
Masters,2017,New Delhi,2,25,Male,Yes,3,1,46857.89,50137.94,3280.05
Bachelors,2015,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2013,Bangalore,3,26,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2017,Pune,3,25,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2014,New Delhi,3,28,Female,Yes,2,0,29194.95,31238.6,2043.65
Bachelors,2016,Bangalore,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2018,Bangalore,3,25,Male,No,3,1,36751.29,39323.88,2572.59
Bachelors,2012,Bangalore,3,27,Female,Yes,5,0,35765.07,38268.62,2503.55
Bachelors,2017,New Delhi,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2016,Bangalore,2,25,Male,No,3,1,36751.29,39323.88,2572.59
Bachelors,2016,Bangalore,3,28,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2017,New Delhi,2,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2016,Bangalore,3,24,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2013,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,New Delhi,2,25,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2015,Pune,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2012,New Delhi,3,25,Female,No,3,0,36751.29,39323.88,2572.59
PHD,2017,New Delhi,3,27,Female,No,5,0,84153.1,90043.82,5890.72
Bachelors,2014,Bangalore,3,25,Female,No,3,1,36751.29,39323.88,2572.59
Masters,2017,Bangalore,3,28,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2016,Pune,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,31238.6,33425.3,2186.7
Bachelors,2012,New Delhi,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2012,Pune,3,25,Female,No,3,1,36751.29,39323.88,2572.59
Masters,2015,New Delhi,3,27,Female,No,5,0,63114.83,67532.87,4418.04
Bachelors,2014,Bangalore,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2015,Pune,2,27,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2014,Bangalore,3,25,Male,No,3,1,36751.29,39323.88,2572.59
Bachelors,2015,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2018,New Delhi,3,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2017,Pune,2,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2014,Pune,2,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2013,Bangalore,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,New Delhi,2,27,Male,No,5,0,42076.55,45021.91,2945.36
PHD,2012,New Delhi,3,28,Female,No,1,0,64200.0,68694.0,4494.0
Masters,2012,New Delhi,3,26,Female,No,4,1,58985.82,63114.83,4129.01
Bachelors,2014,Bangalore,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2013,Bangalore,3,28,Female,No,0,1,30000.0,32100.0,2100.0
Bachelors,2014,Pune,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2016,Pune,2,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2015,Bangalore,1,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2012,Bangalore,3,26,Female,No,4,0,39323.88,42076.55,2752.67
Masters,2014,Pune,3,27,Male,No,5,0,63114.83,67532.87,4418.04
Masters,2017,New Delhi,2,27,Male,No,5,1,63114.83,67532.87,4418.04
Masters,2017,New Delhi,1,25,Female,No,3,0,55126.94,58985.83,3858.89
Masters,2012,Pune,3,28,Male,No,0,1,45000.0,48150.0,3150.0
Masters,2012,New Delhi,3,28,Male,No,2,1,51520.5,55126.94,3606.44
Masters,2013,New Delhi,2,24,Male,No,2,1,51520.5,55126.94,3606.44
Bachelors,2015,Pune,3,25,Female,No,3,1,36751.29,39323.88,2572.59
Masters,2017,New Delhi,3,28,Male,No,5,0,63114.83,67532.87,4418.04
Bachelors,2013,Bangalore,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Masters,2015,Bangalore,3,28,Male,No,1,1,48150.0,51520.5,3370.5
Bachelors,2018,Bangalore,3,27,Female,Yes,5,1,35765.07,38268.62,2503.55
Bachelors,2015,Bangalore,3,24,Male,No,2,1,34347.0,36751.29,2404.29
Bachelors,2014,Pune,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2013,New Delhi,3,25,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2013,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2018,New Delhi,3,28,Female,No,0,1,30000.0,32100.0,2100.0
Bachelors,2013,Bangalore,3,25,Female,No,3,0,36751.29,39323.88,2572.59
PHD,2012,Pune,3,27,Male,No,5,0,84153.1,90043.82,5890.72
Bachelors,2013,Bangalore,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2013,Bangalore,3,28,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2015,Pune,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2013,Pune,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2012,New Delhi,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,33425.3,35765.07,2339.77
Bachelors,2013,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2015,Pune,2,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2016,Bangalore,3,24,Male,No,2,0,34347.0,36751.29,2404.29
PHD,2018,Bangalore,3,27,Female,No,5,1,84153.1,90043.82,5890.72
Bachelors,2015,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2015,New Delhi,1,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2015,Pune,2,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2013,Pune,3,27,Male,No,5,0,42076.55,45021.91,2945.36
PHD,2016,New Delhi,3,24,Female,No,2,0,68694.0,73502.58,4808.58
Bachelors,2013,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2015,Bangalore,3,28,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,3,26,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2016,Bangalore,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,Pune,3,25,Female,No,3,1,36751.29,39323.88,2572.59
Masters,2017,New Delhi,2,26,Male,No,4,1,58985.82,63114.83,4129.01
Bachelors,2012,Bangalore,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2014,Bangalore,3,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2015,Pune,2,25,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2013,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2017,Pune,2,28,Male,No,1,1,32100.0,34347.0,2247.0
Bachelors,2014,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2013,Bangalore,3,27,Male,No,5,0,42076.55,45021.91,2945.36
PHD,2013,Bangalore,3,26,Male,No,4,0,78647.76,84153.1,5505.34
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,31238.6,33425.3,2186.7
Bachelors,2017,Bangalore,1,28,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2014,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2015,New Delhi,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Masters,2013,Pune,2,28,Male,No,2,1,51520.5,55126.94,3606.44
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,31238.6,33425.3,2186.7
Masters,2017,New Delhi,2,26,Male,No,4,0,58985.82,63114.83,4129.01
Masters,2016,New Delhi,3,25,Male,No,3,0,55126.94,58985.83,3858.89
Bachelors,2017,Bangalore,3,28,Female,Yes,5,0,35765.07,38268.62,2503.55
Masters,2017,New Delhi,2,28,Female,No,2,0,51520.5,55126.94,3606.44
Bachelors,2012,Bangalore,1,27,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2018,Bangalore,3,27,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2016,Bangalore,3,24,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2017,Pune,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2017,New Delhi,3,25,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2015,Pune,3,28,Female,Yes,5,1,35765.07,38268.62,2503.55
Bachelors,2015,Bangalore,3,26,Male,No,4,1,39323.88,42076.55,2752.67
Masters,2015,Pune,2,26,Female,Yes,4,1,50137.95,53647.61,3509.66
Masters,2015,Pune,3,25,Male,No,3,1,55126.94,58985.83,3858.89
Bachelors,2016,Pune,3,27,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2013,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2018,Pune,3,26,Male,Yes,4,1,33425.3,35765.07,2339.77
Bachelors,2014,Bangalore,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,Bangalore,1,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2015,New Delhi,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2015,Pune,3,24,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2015,Bangalore,3,28,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2014,Pune,2,26,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2017,Bangalore,3,27,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2014,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2018,New Delhi,3,28,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,3,28,Male,No,0,1,30000.0,32100.0,2100.0
Bachelors,2016,New Delhi,3,28,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2015,Pune,3,24,Female,No,2,1,34347.0,36751.29,2404.29
Masters,2018,New Delhi,3,28,Male,No,2,1,51520.5,55126.94,3606.44
Bachelors,2015,Bangalore,3,27,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,Bangalore,3,24,Male,No,2,1,34347.0,36751.29,2404.29
Bachelors,2017,New Delhi,2,28,Female,No,0,0,30000.0,32100.0,2100.0
Bachelors,2015,Bangalore,3,25,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2012,Bangalore,3,28,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2013,Bangalore,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2016,Bangalore,1,24,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2016,Pune,3,27,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2013,Pune,3,24,Male,No,2,0,34347.0,36751.29,2404.29
Masters,2017,Pune,2,26,Female,No,4,1,58985.82,63114.83,4129.01
Bachelors,2017,New Delhi,3,26,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2018,Pune,3,25,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2018,Bangalore,3,24,Male,No,2,1,34347.0,36751.29,2404.29
Bachelors,2015,Pune,3,24,Male,Yes,2,0,29194.95,31238.6,2043.65
